"未配备专业技术人员，
未建设瓦斯抽采系统",矿井新鉴定为煤与瓦斯突出矿井，未配备防突技术人员，未建设瓦斯抽采系统。违反《煤矿重大事故隐患判定标准》第六条第一项、《国务院关于预防煤矿生产安全事故的特别规定》第八条第二款第三项。,《煤矿重大事故隐患判定标准》第六条第一项
"未配备专业技术人员，
未建立防冲监测系统",矿井新鉴定为弱冲击危险性煤矿，未配备防冲专业技术人员，未建立防冲监测系统，未施工卸压钻孔。违反《煤矿重大事故隐患判定标准》第十一条第二项、《国务院关于预防煤矿生产安全事故的特别规定》第八条第二款第八项。,《煤矿重大事故隐患判定标准》第十一条第二项
造假，隐瞒采面作业人数,隐瞒下井人数。查询12月20日调度录音，23点36分40秒录音中维修3队人员报备共下井9人，与当天晚班显示仅有5人不符。违反《煤矿重大事故隐患判定标准》第十八条第五项、《国务院关于预防煤矿生产安全事故的特别规定》第八条第二款第十五项。,《煤矿重大事故隐患判定标准》第十八条第五项
未实现风电、甲烷电闭锁,1406回撤通道掘进工作面未实现甲烷电闭锁。现场试验1406回撤通道掘进工作面甲烷传感器故障断电闭锁功能时，隔爆非本安型（电压127V）工业视频摄像头不能断电。,《煤矿重大事故隐患判定标准》第七条第二项
"有冲击地压危险，
未采取有效措施的",13214胶运顺槽掘进工作面、辅运顺槽掘进工作面处于应力冲击危险区域，采用连采工艺，双巷交替掘进作业，两个掘进工作面距离小于150米。,《煤矿重大事故隐患判定标准》第十一条第四项
煤巷掘进工作面未安设甲烷电闭锁装置,52203-2切眼掘进工作面回风串联至52202-2工作面回风顺槽回风流中，被串联巷道风流汇合处未安设甲烷、二氧化碳传感器。,《煤矿重大事故隐患判定标准》第十一条第四项
超能力组织生产,"矿井核定生产能力60万吨/年， 2023年5月份产量 15.9973万吨，6月份15.9975万吨,7月份15.9815万吨,9月份9.1032万吨，10月份，11.4829万吨,11月份10.7059万吨，截止2023年12月27日共生产原煤90.78万吨，均超过核定（设计）生产能力10%以上。",《煤矿重大事故隐患判定标准》第四条第一项
未查明采空区积水情况组织生产,矿井未查明采空区积水情况组织生产建设。通过现场调查发现矿井未采用综合手段对井田范围西侧1-2煤层采空区（2014年形成）查清积水情况，2023年12月1日绘制的采掘工程平面图和充水性图上未标注探水线、积水线和警戒线，从2023年11月6日至12月19日在此区域组织掘进1-2煤西翼回风巷和1-2煤西翼辅助运输巷。,《煤矿重大事故隐患判定标准》第九条第一项
自然发火严重，未采取有效措施,矿井5109上分层采煤工作面防灭火设计，该工作面每日喷洒阻化剂1280kg，而实际每日喷洒400至600kg，防灭火措施落实不到位。,《煤矿重大事故隐患判定标准》第十二条第一项
未实现风电、甲烷电闭锁,104回风顺槽测试瓦斯电闭锁不能实现瓦斯超限断电，违反《煤矿重大事故隐患判定标准》第八条第八项和《国务院关于预防煤矿生产安全事故的特别规定》第八条第二款第五项。,《煤矿重大事故隐患判定标准》第八条第八项
擅自进入保护煤柱掘进,矿井在掘的201探巷综掘工作面未经专项设计、安全论证及审批工作，擅自进入F1断层保护煤柱内施工。,《煤矿重大事故隐患判定标准》第十条
带式输送机保护失效,矿井一盘区胶带运输巷、西运大巷胶带输送带防打滑、跑偏、温度保护装置失效，违反《煤矿重大事故隐患判定标准》第十八条第八项和《国务院关于预防煤矿生产安全事故的特别规定》第八条第二款第十五项。,《煤矿重大事故隐患判定标准》第十八条第八项
擅自进入保护煤柱掘进,43盘区南翼与42盘区之间安全煤柱未按规定留设。《43盘区开采设计》规定盘区边界留设20米煤柱，《42盘区开采设计》规定盘区边界留设30米煤柱；4301回风巷掘进工作面已掘进1350米，从迎头起350米巷道与4201回风巷留设9米煤柱。,《煤矿重大事故隐患判定标准》第十条第三项
瓦斯检查存在假检,瓦斯检查存在假检。如12月8日零点班瓦检员张强强在副水仓瓦斯检查点未使用光学式甲烷检测仪对水仓内瓦斯进行检测，直接填报牌板数据。,《煤矿重大事故隐患判定标准》第五条第一项
超能力组织生产,矿井核定生产能力为90万吨/年，2023年1-12月共生产2150266.62吨煤，超过核定生产能力。,《煤矿重大事故隐患判定标准》第五条第一项
超能力组织生产,矿井存在超能力组织生产的情况。煤矿核定生产能力为150万吨/年，2023年10月生产原煤24.4万吨，11月生产原煤23.6万吨，均超过核定生产能力的10%。,《煤矿重大事故隐患判定标准》第四条第一项
采掘接续紧张,矿井采掘接续紧张，目前回采煤量可采期为3.5个月，未主动采取限产措施。,《煤矿重大事故隐患判定标准》第四条第三项
输送带入井前未经第三方检测,煤矿2021年11月3日购入的鹤壁煤业运输带有限责任公司钟环牌PVG阻燃带（产品编号：2021-9-544—10-611、2021-10-533—11-623），未由具备检测能力的机构抽样进行阻燃抗静电性能检测入井使用，违反《煤矿重大事故隐患判定标准》第十八条第八项。,《煤矿重大事故隐患判定标准》第十八条第八项
未实现风电、甲烷电闭锁,南翼二联巷掘进工作面未实现风电闭锁，现场试验在用的局部通风机停风后未断开工作面127V照明灯电源。,《煤矿重大事故隐患判定标准》第八条第八项
井下使用非防爆设备,矿井高压电缆中间接头防水接线盒防爆标志为EXeIICT4Gb，未取得煤矿矿用产品安全标志入井使用。,《煤矿重大事故隐患判定标准》第八条第八项
采掘工作面未按要求安设调度通讯电话,11525综采工作面安设的有线调度电话损坏，不能与调度室通话。,《煤矿重大事故隐患判定标准》第十八条第九项
自然发火严重，未采取有效措施,11525综采工作面未按照《防灭火设计》要求喷洒阻化剂。,《煤矿重大事故隐患判定标准》第十二条第一项
带式输送机保护失效,现场试验井下四部带式输送机机头驱动滚筒温度保护装置，未实现自动洒水降温动作；六部带式输送机机头温度保护装置放在皮带上，失效。,《煤矿重大事故隐患判定标准》第十八条第八项
矿井通风系统不可靠,矿井通风系不可靠，5-2煤胶运大巷与回风大巷联巷安装风窗进行调风，同时现场将风门用锚杆支撑打开调风。,《煤矿重大事故隐患判定标准》第八条第六项
未按规定足额提取、使用安全费用,矿井未按照国家规定范围使用安全生产费用，使用安全生产费用于2023年6月30日支付职业病危害现状评价款45283.02元，于2023年8月31日支付职业病风险评估报告款31132.08元。,《煤矿重大事故隐患判定标准》第十八条第二项
未按要求采取综合防灭火措施,矿井现在开采的5-2煤层为容易自燃煤层，未落实综合防灭火措施：其中50209综采工作面进风隅角处未铺设黄泥灌浆管路；50209综采进风隅角注氮管路采空区拖管未敷设到氧化带；设计每天喷洒阻化剂0.7吨，实际喷洒量不足。,《煤矿重大事故隐患判定标准》第十二条第一项
超能力组织生产,矿井1-6月份生产能力90万吨/年，2023年7月5日核定生产能力240万吨/年，1-6月单月产量均超9万吨（1月份9.14万吨，2月份22.7万吨，3月份25.3万吨，4月份15.1万吨，5月份19.1万吨，6月份24.8万吨）。,《煤矿重大事故隐患判定标准》第四条第一项
瓦斯检查漏检,现场检查矿井在50207回风顺槽砌筑调节风窗，临时作业地点，未设置瓦斯检查点。,《煤矿重大事故隐患判定标准》第五条第一项
未配齐专业技术人员,矿井未配备负责采煤、地测的专业技术人员。,《煤矿重大事故隐患判定标准》第五条第一项
未实现风电、甲烷电闭锁,现场试验辅运大巷综掘工作面的风电闭锁，不能切断该工作面内的防爆照明灯。,《煤矿重大事故隐患判定标准》第八条第八项
未严格执行探放水措施,1-2煤上西辅运大巷掘进工作面正前方无探放水钻孔。,《煤矿重大事故隐患判定标准》第九条第三项
甲烷电闭锁功能失效,未设置当掘进工作面和回风流中甲烷浓度大于3.0%时，对局部通风机进行闭锁使之不能启动的功能。,《煤矿重大事故隐患判定标准》第八条第八项
瓦斯检查漏检,瓦斯检查存在漏检。2023年12月12日早班对5-2煤东翼回风大巷掘进工作面瓦斯检查一次，违反《煤矿安全规程》每班至少检查两次的规定。,《煤矿重大事故隐患判定标准》第五条第一项
未按规定足额提取、使用安全费用,矿井未按照国家规定范围使用安全生产费用。煤矿安全费用提取使用台账显示，2023年3月份将安全费用更换银行账户时的转账手续费77919.38元、7月份将油桶处置服务费1690元作为安全生产费用支出使用。,《煤矿重大事故隐患判定标准》第十八条第二项
瓦斯超限作业,11月28日403采煤工作面回风隅角T0传感器16点36分31秒发生超限报警，最大浓度达2.2%，累计时长35秒。秦凯强、荣永亮2名职工负责回风顺槽内排水作业，未及时撤离。,《煤矿重大事故隐患判定标准》第五条第二项
未按规定安设甲烷传感器,北部区老巷已揭露近一个月，未设置人员位置监测系统、监控传感器、电话等安全设施，设计的7个永久闭墙仅施工2个，其中辅运顺槽永久闭墙处已片帮。,《煤矿重大事故隐患判定标准》第十八条第六项
未实现风电、甲烷电闭锁,223胶运机头与回风措施巷掘进工作面回风进入北部区胶运大巷，在回风流违规安设防爆兼本安型分站（不纳入断电范围）。,《煤矿重大事故隐患判定标准》第十八条第六项
带式输送机未按要求安设保护装置,主斜井带式输送机采用单滚筒驱动，温度监测装置安装在距离发热点约100mm超过10-15mm的规定。,《煤矿重大事故隐患判定标准》第十八条第八项
带式输送机保护失效,主斜井带式输送机驱动滚筒10-15m处未安装烟雾传感器。,《煤矿重大事故隐患判定标准》第十八条第八项
立井提升装置保护失效,副立井提升机闸瓦间隙超过2mm，现场值班人员、维护检修人员不清楚检测手段。,《煤矿重大事故隐患判定标准》第十八条第八项
未按规定足额提取、使用安全费用,矿井未按照国家规定范围使用安全生产费用，使用安全生产费用于2023年8月31日支付陕西安科安全生产研究所职业病危害因素检测及评价费56603.77元。,《煤矿重大事故隐患判定标准》第十八条第二项
设备失爆,3201充填工作面综掘机隔爆型照明灯隔爆外壳缺少一条固定螺栓。,《煤矿重大事故隐患判定标准》第十三条第三项
设备失爆,5211综采工作面顺槽皮带机头配电点中的1台照明综保，防爆结合面有油漆；防爆上盖中1个弹簧垫圈失去弹性（失效）；1个在用喇叭口内的密封圈有刀割的痕迹；该开关所使用共6个密封圈已全部老化失效。,《煤矿重大事故隐患判定标准》第十三条第三项
未实现风电、甲烷电闭锁,CT1综掘工作面甲烷电和风电闭锁的断电范围设置不正确。该工作面迎头设有两台防爆型摄像头（非本质安全型），当该工作面达到断电范围后，不能切断防爆摄像头的电源。,《煤矿重大事故隐患判定标准》第八条第八项
采掘接续紧张,2023年11月底煤矿剩余回采煤量为138296吨，2023年10月、11月回采工作面采煤量为4万吨、5万吨，剩余回采煤量可采期为3个月。矿井未执行制定的限产措施。,《煤矿重大事故隐患判定标准》第四条第三项
未按规定安设甲烷传感器,3304盾构机底抽巷掘进工作面有4台钻机施工穿层防突措施钻孔，其中3台钻机的回风侧10m范围内未设置甲烷传感器。,《煤矿重大事故隐患判定标准》第十八条第六项
未实现风电、甲烷电闭锁,3304盾构机底板巷掘进工作面风筒传感器悬挂不规范，两个磁吸感应点垂直悬挂，中部连接装置损坏，导致工作面停风时风筒传感器无法切断断电区域内全部非本质安全型电气设备电源，风电闭锁功能失效。,《煤矿重大事故隐患判定标准》第八条第八项
未实现甲烷电闭锁,5号煤回风巷内沿底板向总回方向敷设有高压铠装电缆。未实现甲烷电闭锁。,《煤矿重大事故隐患判定标准》第八条第五项
图实不符,矿井采掘工程平面图、巷道布置图与实际不符，未标注5号煤西侧大巷末端采Y-9采空区，Y-8、Y-6、MB003、MB004实际巷道等情况；矿井供电系统图未标注由中央变电所后门进入回风的电缆。,《煤矿重大事故隐患判定标准》第十八条第五项
采掘接续紧张,矿井设计生产能力60万吨/年，现5-2煤回采煤量为9.3万吨，可采期1.74月，小于4个月的最小可采期要求，5-2煤层采掘接续紧张。,《煤矿重大事故隐患判定标准》第四条第三项
设备失爆,2107进风顺槽掘进工作面一个应急广播接线盒失爆。,《煤矿重大事故隐患判定标准》第十三条第三项
通风系统不完善、不可靠。,运输大巷一部胶带运输机处的进、回风巷之间安设的无压风门，两扇门有0.3间距不能自动关闭。,《煤矿重大事故隐患判定标准》第八条第六项
使用明令禁止的淘汰设备,采区运输巷永久密闭墙埋设非阻燃塑料管向采空区排放水仓清淤污水。,《煤矿重大事故隐患判定标准》第八条第六项
未实现风电、甲烷电闭锁,11月24日，南翼6联巷掘进工作面因施工层位探查钻孔造成瓦斯超限2次，最大浓度1.67%，断电范围内的低压断电器（02C01）因信号传输故障，在瓦斯浓度未降至1%以下时提前复电。,《煤矿重大事故隐患判定标准》第八条第八项
瓦斯检查假检,改线轨道巷一联巷风门之间巷道高冒区、密闭墙内甲烷浓度检查存在假检，现场检查时发现人员无法进入检查区域检查密闭墙检测口甲烷浓度。,《煤矿重大事故隐患判定标准》第五条第一项
压风、供水自救装置无风、无水,4416回风巷维修作业点设置的压风供水自救装置无风、无水。,《煤矿重大事故隐患判定标准》第十八条第九项
未按规定足额提取、使用安全费用,安全生产费用提取使用不规范。煤矿安全费用提取使用制度规定：“安全生产费用使用不足时，可先期借用，保证安全生产”，未按规定于年末补提企业安全生产费用；使用台账显示，矿井将棉被、擦车毛巾等支出列入安全费用使用列支。,《煤矿重大事故隐患判定标准》第十八条第二项
超能力组织生产,矿井设计（核定）生产能力120万吨/年，安全费用提取台账显示，2022年3月，矿井原煤产量13.58万吨，月原煤产量大于核定（设计）生产能力的10%。,《煤矿重大事故隐患判定标准》第四条第一项
安全出口不畅通,ZC1102工作面上下出口不畅：上出口行人宽度约0.3米，下出口行人过桥处高度约1.5米。,《煤矿重大事故隐患判定标准》第十三条第五项
带式输送机保护失效,ZF1401胶带顺槽滚筒驱动带式输送机全长约900m，机头、机尾各安装一组跑偏保护装置，机头跑偏保护装置安装超过托辊端部20mm，约20cm，机尾跑偏保护装置未固定牢固，已滑落，保护失效，机头滚筒处温度监测装置安装位置错误，电阻式传感器探头未朝向滚筒，朝向皮带架一侧；ZF1409回风顺槽铺设的皮带运输机温度传感器安装在机头架外。,《煤矿重大事故隐患判定标准》第十八条第八项
双回路不完善,澄城县安里煤业有限责任公司电源线路一个回路为110kV安里变张卓线直供煤矿（主供）；另一回路由110kV尧山变电站在尧邓线路26-27#杆T接分出两路，其一路至35kV硫磺矿变电站，然后直供煤矿（备用），供电容量为1250KVA，不能满足煤矿2230KVA供电需求。,《煤矿重大事故隐患判定标准》第十八条第八项
未实现风电、甲烷电闭锁,520110主运顺槽、辅运顺槽掘进工作面甲烷电闭锁装置不具备以下功能：局部通风机停止运转，掘进工作面及回风流甲烷浓度达3％，实现对局部通风机的闭锁功能。,《煤矿重大事故隐患判定标准》第八条第八项
掘进工作面局部通风机未实现瓦斯点闭锁和风电闭锁,407回风顺槽未安设风筒传感器，局部通风机未实现风电闭锁和瓦斯电闭锁。,《煤矿重大事故隐患判定标准》第七条第二项
瓦斯检查假检,瓦检员未按矿井制定的瓦斯巡检计划和巡回检查图表规定的时间开展瓦斯检查，抽查12月4日夜班瓦检员行走轨迹和瓦斯检查手册，存在瓦斯假检现象。,《煤矿重大事故隐患判定标准》第五条第一项
安全出口不畅通,405综采采煤工作面不能保证2个畅通的安全出口，一个通到进风巷道，另一个通到回风巷道。405综采工作面下端头安全出口被刮板输送机机头堵死。,《煤矿重大事故隐患判定标准》第十三条第五项
瓦斯检查漏检,主运输大巷与42104综采工作面回风顺槽口交叉处存在一处高冒区（长3米，高0.8米）未设置瓦斯检查牌板，现场未安装甲烷传感器。,《煤矿重大事故隐患判定标准》第五条第一项
带式输送机保护失效,井下带式输送机防跑偏保护整体失效。防跑偏保护装置安装距托辊边沿均超过20mm。,《煤矿重大事故隐患判定标准》第十八条第八项
超能力组织生产,矿井核定生产能力为90万吨/年，10月份产量为126788吨，截止11月28日，11月份产量为115748吨，均超出矿井年核定生产能力的10%。,《煤矿重大事故隐患判定标准》第四条第一项
安全出口不畅通,"煤矿制定的《操作规程》中要求，安全出口宽度不小于 0.7m,与煤矿安全规程综采工作面安全出口宽度不小于1m不符；现场检查01回煤柱工作面机头行人侧宽度0.5m。",《煤矿重大事故隐患判定标准》第四条第一项
瓦斯检查漏检,月度瓦斯检查点设置计划未将三盘区回风巷纳入检查范围。,《煤矿重大事故隐患判定标准》第五条第一项
探放水不到位,4304工作面运输顺槽超过允许掘进安全距离进行掘进作业。《4304工作面掘进巷道超前探测成果报告》上一循环测点位于4304工作面运输顺槽330处，允许掘进70米，下一循环测点位于4304工作面运输顺槽460处。超出允许安全掘进距离60米。,《煤矿重大事故隐患判定标准》第九条第三项
探放水不到位,4304两巷掘进时临近4303采空区、4305采空区，未对4303采空区、4305采空区富水情况进行探测分析，掘进时未针对采空区富水情况是否需要探放水进行说明，未根据采空区情况划定“积水线、探水线、警戒线”，未按照国家规定探放水进行掘进作业。,《煤矿重大事故隐患判定标准》第九条第三项
未按规定足额提取、使用安全费用,矿井按照产量报表产量提取安全费用，未按照矿井实际产量提取。,《煤矿重大事故隐患判定标准》第十八条第二项
未按规定安设甲烷传感器,11525综采工作面回风巷安设两台潜水电泵，仅在1处安设甲烷传感器，且未安装在上风侧。,《煤矿重大事故隐患判定标准》第七条第二项
超能力组织生产,矿井核定生产能力120万吨，1月份、3月份、4月份、6月份、7月份每月原煤产量分别为128458.18、143657.87、244210.11、173750.09、160458.56吨，均大于矿井年核定生产能力的10%。,《煤矿重大事故隐患判定标准》第四条第一项
井下使用非防爆设备,2023年1月13日检查时，早班职工索亚飞携带牛王公司生产的、未取得煤矿矿用产品安全标志的型号为A57-1的LED灯入井作业。,《煤矿重大事故隐患判定标准》第十三条第二项
超能力组织生产,一盘区02回煤柱综采工作面9月份原煤产量为58299t;10 月份原煤产量为65196t。矿井核定生产能力为45万吨/年，两个月产量均超出矿井年核定生产能力的10%。,《煤矿重大事故隐患判定标准》第四条第一项
采掘接续紧张未制定限产措施,检查时煤矿回采煤量为3.1万吨，回采期不足1个月，未按之前制定的限产措施进行限产。,《煤矿重大事故隐患判定标准》第四条第三项
采掘接续紧张未执行限产措施,矿井“三量”中的回采煤量可采期不足4个月，开拓煤量不足3年，于2023年9月25日制定了限产措施，但至今未执行。,《煤矿重大事故隐患判定标准》第四条第三项
瓦斯检查假检,查通风瓦斯日报表，瓦斯检查工刘森林2023年11月22日夜班12208运输顺槽掘进工作面两次气体检查时间分别为00：28、4：01，查井下人员定位系统，该时间段内工作面无刘森林活动轨迹，视频显示，12208辅运顺槽掘进工作面检查瓦斯时，未进行气体检查，直接填写牌板和手册。,《煤矿重大事故隐患判定标准》第五条第一项
井下机电设备失爆,12206运输巷皮带机头配电硐室高爆开关防爆结合面使用的弹簧垫圈失效。,《煤矿重大事故隐患判定标准》第十三条第三项
带式输送机保护失效,二部带式输送机采用双滚筒驱动，驱动滚筒处安装的温度传感器距离发热点处约为55mm，超过10-15mm的要求。,《煤矿重大事故隐患判定标准》第十三条第三项
带式输送机保护失效,井下电滚筒胶带机超温洒水温度传感器安设在该驱动滚筒侧面，未安装在驱动滚筒与带面分离处。,《煤矿重大事故隐患判定标准》第十三条第三项
水害防治不到位,矿井井田范围内、井田边界周围存在未查清的采空区、老窑。采掘工程平面图未将积水范围及三线在采掘工程平面图上绘制。,《煤矿重大事故隐患判定标准》第十三条第三项
未实现风电、甲烷电闭锁,南翼胶辅3号联络巷临时配电点安设在南翼胶运、南翼辅运掘进工作面回风流中，未实现风电闭锁、甲烷电断电闭锁功能。,《煤矿重大事故隐患判定标准》第八条第八项
通风系统不可靠，未实现专用回风巷功能,304盘区专用回风巷内安装1台1140V潜水泵。,《煤矿重大事故隐患判定标准》第八条第五项
安全出口不畅通,2412综放工作面随回采两巷高差变小、工作面斜长变短，工作面两端头行人通道宽度不足0.8米，采煤工作面不能保证两个安全出口畅通。,《煤矿重大事故隐患判定标准》第十三条第五项
防冲限员制度执行不严,2412综放工作面生产期间，有人进入回风巷超前300m范围处理水沟淤堵，未按亭南煤矿防冲限员规定“生产作业期间限员区域禁入人员”要求执行。,《煤矿重大事故隐患判定标准》第十一条第五项
井下机电设备失爆,三采区2#联络巷127V低压防爆接线盒电源线密封圈未压紧，轴拉电缆串动。,《煤矿重大事故隐患判定标准》第十三条第三项
瓦斯检查漏检,采掘工作面检修班只检查一次瓦斯。,《煤矿重大事故隐患判定标准》第五条第一项
未按规定足额提取、使用安全费用,煤矿安全费用支出不规范，2023年3月将购买防爆装载机支出纳入安全费用。,《煤矿重大事故隐患判定标准》第十八条第二项
瓦斯检查假检,2023年8月24日8点班现场检查时，瓦检员李顺利已将回风立井联巷坡头密闭处16点班的瓦斯检查数据填写至瓦斯检查牌板。,《煤矿重大事故隐患判定标准》第五条第一项
未按规定安设甲烷传感器,3302回风顺槽回风联巷高冒处未设置瓦斯监测点。,《煤矿重大事故隐患判定标准》第七条第二项
超能力组织生产,矿井核定产能45万吨/年，检查发现9月份生产原煤112073吨，10月份生产原煤115340吨，超过核定产能的10%。,《煤矿重大事故隐患判定标准》第四条第一项
造假，包裹传感器,回风平硐一氧化碳和烟雾传感器用塑料布包裹，靠帮吊挂距顶板1m处位置。,《煤矿重大事故隐患判定标准》第十八条第六项
掘进工作面风电闭锁功能失效,2409运输巷掘进工作面安装的FBD.No6.3型2*22KW局部通风机的风筒末端未安装风筒传感器，风电闭锁失效。,《煤矿重大事故隐患判定标准》第八条第八项
未按规定足额提取、使用安全费用,矿井因人员流失，未能提供2023年安全费用提取台账和使用台账，无费用使用计划，也无专人管理。,《煤矿重大事故隐患判定标准》第十八条第二项
图实不符,5.2023年9月份陕西省一三一煤田地质有限公司编制的《北关煤矿隐蔽致灾因素普查报告》地形地质及井上下对照图与矿井的采掘工程平面图不符。如：地形地质及井上下对照图无越界巷道。采掘工程平面图无5101综采工作面原有巷道。矿井综合水质地质图绘制不全，未将1501工作面采空区绘制图中。5101综采工作面南部区域普查与实际情况不符。,《煤矿重大事故隐患判定标准》第九条第一项
未配备专业技术人员,专业技术人员配备不足，仅通风科有1名技术人员，其他专业无技术人员。,《煤矿重大事故隐患判定标准》第十八条第一项
未按规定足额提取、使用安全费用,2023年月度原煤产量计算不准确，采煤工作面未按采高1.3m计算产量，掘进工作面未按巷道高度2.6m计算产量，同时由于月度原煤产量计算不准确，导致安全费用未按实际原煤产量提取。,《煤矿重大事故隐患判定标准》第十八条第二项
双回路供电不完善,白水县城关镇北关煤业有限责任公司电源线路一个回路为110kV杜康变125上徐线山头支线山头南分支5#T接（备用）；陕西省白水龙泉煤炭有限责任公司电源线路一个回路为110kV杜康变123北关线02号北关线开闭所（单电源进线，专为北关、龙泉、烽源三个煤矿进行供电）北关出线柜间隔送出的架空+电缆专用线路（主供）。,《煤矿重大事故隐患判定标准》第十八条第二项
整体承包后未重新办理安证,矿井与山西华融龙宫煤业有限责任公司签订托管合同后，未重新办理安全生产许可证。,《煤矿重大事故隐患判定标准》第十七条第三项
未按规定足额提取、使用安全费用,矿井未按规定范围使用安全生产费用，2023年8月份安全生产费用中包含彩钢顶、超前液压支架、无轨胶轮车购置和暖气安装等非项目费用。,《煤矿重大事故隐患判定标准》第十八条第二项
风门连锁失效，风流短路,1312回顺联巷与2#煤盘区专用回风巷间设置风门，该风门连锁失效，且在通风系统图未标注。,《煤矿重大事故隐患判定标准》第八条第六项
超层越界开采,5101综采工作面向西南方向越界200米（2023年7月份白水县自然资源局查处，目前未处理完成）。,《煤矿重大事故隐患判定标准》第十条第二项
未实现风电、甲烷电闭锁,4-3煤辅运大巷掘进工作面与4-3煤胶运大巷掘进工作面的混合回风流中安设有刮板输送机，未安装甲烷传感器并实现甲烷电闭锁。,《煤矿重大事故隐患判定标准》第八条第八项
未实现风电、甲烷电闭锁,未设置当掘进工作面和回风流中甲烷浓度大于3.0%时，对局部通风机进行闭锁使之不能启动的功能。,《煤矿重大事故隐患判定标准》第八条第八项
自然发火严重，未采取有效措施,矿井采用阻化剂+注氮综合防灭火措施，阻化剂仅对“两道、两线”进行喷洒，未对工作面遗煤超厚部分进行喷洒。,《煤矿重大事故隐患判定标准》第十二条第一项
超能力组织生产,矿井核定生产能力为180万吨/年，2023年10月份生产原煤211060吨，超过核定生产能力的10％。,《煤矿重大事故隐患判定标准》第四条第一项
带式输送机胶带入井前未经三方检测,井下在用的1400mm胶带入井前无第三方出具的阻燃和抗静电性能试验。,《煤矿重大事故隐患判定标准》第十八条第八项
未按规定足额提取、使用安全费用,煤矿安全费用使用不规范，将装载机购置费用、电梯检验维保费、填充站技术服务费等纳入使用范围。,《煤矿重大事故隐患判定标准》第十八条第二项
超能力组织生产,矿井1-6月份、9-10月份每月原煤产量分别为195.02、216.28、206.33、211.1、210.67、230.61、194.23、217.01万吨，均大于矿井核定生产能力的10%（即180万吨）。,《煤矿重大事故隐患判定标准》第四条第一项
超能力组织生产,矿井8至11月份产量分别为10.4万吨、12.07万吨、9.05万吨、14.2万吨，超过年核定生产能力60万吨的10%。,《煤矿重大事故隐患判定标准》第四条第一项
未实现风电、甲烷电闭锁,24312运输顺槽扩帮维修巷回风进入24312回风顺槽，24312运输顺槽扩帮维修巷甲烷传感器不能切断24312回风顺槽掘进工作面动力电源。,《煤矿重大事故隐患判定标准》第八条第八项
带式输送机保护失效,李家沟井底一号、二号回风巷在用的三部带式输送机多处保护装置失效：李家沟井底一号回风巷带式输送机带式输送机温度监测装置无传感器探头；李家沟井底二号回风巷掘进工作面三部带式输送机温度监测装置未安装，扔在在底板上。,《煤矿重大事故隐患判定标准》第十八条第八项
通风系统不完善、不可靠。,一采区运输联巷风门上方墙体破碎漏风，风门连锁不可靠，两道正向风门可以同时打开；轨道下山第7#风门回风侧风门变形，无法正常关闭。,《煤矿重大事故隐患判定标准》第八条第六项
监控系统不能正常运行,安全监控系统运行不可靠。检查15#监测分站连接的第13、14路模拟信号、6#监测分站第2路模拟信号在地面中心站在分站定义界面未显示定义；3102运输顺槽掘进工作面粉尘传感器长期显示为0，无变化；抽查10月、11月总回风巷甲烷传感器数据为0%，现场便携式甲烷检测仪测量数据为0.2%。,《煤矿重大事故隐患判定标准》第十八条第六项
未按规定足额提取、使用安全费用,2022年按照煤炭销售量提取安全费用，且安全费用提取与使用金额与基础数据管理平台数据不一致。2022年安全费用提取与使用表中显示：8月原煤产量1.2万吨未提取安全费用。,《煤矿重大事故隐患判定标准》第十八条第二项
未配齐探放水人员,矿井未设置专职地测、防治水专业技术人员。地测科技术员宋浩在探放水队兼任技术员。,《煤矿重大事故隐患判定标准》第十八条第一项
排水设施不完善,矿井二水平辅助水平4-3、4-4煤层431盘区已于2019年8月份建设完成，并开始薄煤层开采，现有二水平临时强排系统及各主要设施均能满足安全开采需要；目前二水平主水平开拓工程正在按照备案设计组织施工，但未正式建成二水平主水平永久排水系统等设施。,《煤矿重大事故隐患判定标准》第九条第七项
采掘接续紧张,矿井采掘接续紧张，矿井核定生产能力150万吨/年，目前矿井回采煤量仅为47万吨，准备煤量不足。,《煤矿重大事故隐患判定标准》第四条第一项
钻机下风侧未安设甲烷传感器,3310综放工作面回风顺槽钻机施工处，巷道落底有人作业未安设甲烷传感器。,《煤矿重大事故隐患判定标准》第七条第二项
安全出口不畅通,2#煤盘区南翼专用回风巷测风站位置巷道失修、底鼓严重；变电所专用回风巷、总回风巷底鼓严重，通风断面不够，失修严重，且矿井在进行采掘作业。,《煤矿重大事故隐患判定标准》第八条第四项
超能力组织生产,矿井核定生产能力90万吨/年，截止2023年11月28日已生产原煤134.5万吨。,《煤矿重大事故隐患判定标准》第四条第一项
通风系统不可靠，未实现分区通风,5105工作面安装通道与51采区回风巷直接连通，无通风设施，通风系统不合理，51采区的北翼回风通过5105回风顺槽进入东回风巷。,《煤矿重大事故隐患判定标准》第八条第四项
整体承包后未重新办理安证,矿井2023年10月19日完成建设项目竣工验收核查，与陕西中魁建筑有限公司达成托管协议后，未重新办理安全生产许可证。,《煤矿重大事故隐患判定标准》第十六条
瓦斯检查漏检,暗斜井平台双速绞车、防跑车装置电机处、3201切眼有一超高处未设置瓦斯检查点。,《煤矿重大事故隐患判定标准》第五条第一项
